MFCC_0_mean,MFCC_0_kurtosis,MFCC_0_skew,MFCC_1_mean,MFCC_1_kurtosis,MFCC_1_skew,MFCC_2_mean,MFCC_2_kurtosis,MFCC_2_skew,MFCC_3_mean,MFCC_3_kurtosis,MFCC_3_skew,MFCC_4_mean,MFCC_4_kurtosis,MFCC_4_skew,MFCC_5_mean,MFCC_5_kurtosis,MFCC_5_skew,MFCC_6_mean,MFCC_6_kurtosis,MFCC_6_skew,MFCC_7_mean,MFCC_7_kurtosis,MFCC_7_skew,MFCC_8_mean,MFCC_8_kurtosis,MFCC_8_skew,MFCC_9_mean,MFCC_9_kurtosis,MFCC_9_skew,MFCC_10_mean,MFCC_10_kurtosis,MFCC_10_skew,MFCC_11_mean,MFCC_11_kurtosis,MFCC_11_skew,MFCC_12_mean,MFCC_12_kurtosis,MFCC_12_skew
-345.87244,0.6843693726854201,-1.273676556787454,48.178787,-1.2372517673343928,0.6379895531835745,38.227768,0.14299423102516684,-1.2859888704327962,3.3313105,0.5618652338537964,1.343065102992357,-7.2987046,-1.3629928195091356,-0.31570358215048305,-0.39436582,-1.5572972626086021,-0.06431331239300635,-14.643009,-1.3108129649325297,0.17369491423139133,-4.021813,-1.2086554068540216,-0.5418806208401309,-15.434852,1.024559719609731,0.8212084068857802,-4.019109,-0.46208908671213234,-0.8426512221602225,0.8054861,-0.6847817302690156,-0.3994938532105251,0.3471905,-0.9135290492448864,0.8268769503397227,1.2194473,-1.1744690321531062,0.4207189626155366
-220.70573,-1.153687664399364,-0.5969656581096136,106.50798,-0.7563255369169952,0.060361891856331465,2.5982041,-0.1384782483451974,-0.4096127574476591,6.680175,-0.5519504645851652,-0.19812013392165648,-43.595387,-0.42417139611714294,-0.5061881878255245,-10.891101,-1.0294725801027367,0.22119234714976316,-15.483503,-0.32793405527525055,-0.029215276750059034,6.790055,-0.6999926743390352,-0.23883692738262813,-16.143852,-0.7649060862294395,0.8735785053448298,-9.626677,-0.3484446572437041,-0.8059512557411385,-13.607742,0.43450466165200385,0.7862341296582477,-6.26018,-0.8347832839707503,-0.27867975298269615,-19.165802,-0.5476349962499181,-0.7094755459507902
-239.22118,-0.05711579945168355,-0.6809578423823306,112.9523,-1.4248523315662485,0.1545374607036578,-19.773382,-1.4809710877539097,-0.48259153261222293,21.818169,-1.2088280513880507,0.37188665029323,-53.121204,-1.0278886057134375,0.6751906729483141,5.350186,-0.2867743991705147,-0.7098440977939322,9.133906,-1.2562479429795717,0.05879512922191204,6.76617,-0.6829776048372205,0.2056720446177065,-15.646448,-1.2149213411167639,0.1380644185491098,7.5865617,0.27127856889335566,-1.0981597110023662,-22.407085,-1.4498988797591574,-0.006650387754257091,-9.087004,-0.8168746458132969,-0.5851631026053655,-4.6491427,-0.5743153630199571,-0.48948096637007193
-305.12585,-1.2730027564783315,-0.12185170017721311,121.62222,-1.75278961669701,-0.22281726782035396,7.75451,-1.7519965174318823,0.09505939676176678,26.220602,-1.1450941301606965,0.1689720219655403,-26.089895,-1.7011381459696773,0.3036946000240247,-23.801971,-1.3953994662709035,0.44432355443673005,-9.16416,-1.0998482893802881,0.5464829091592845,-3.2180393,-1.584944681665843,-0.5008492381982359,-15.199175,-0.6352517222303562,0.7062739632818531,-23.299583,-1.80120102267189,0.12276395854406075,-11.706104,-1.7034823463002826,0.027021632748964835,-6.2862997,-1.8170322594372579,-0.02647699175005107,-20.707188,-1.5470270751995285,0.2864818634168027
-233.91353,-0.40376997750783294,-0.33207882429813296,72.44799,0.6710343466055444,1.0078643164028414,36.662888,-1.261760809046746,-0.03439589645051697,-4.661936,-0.5652470789639823,0.10058117694520985,-45.57715,-0.4562409749455898,-0.0038887149619467026,-2.2043674,-0.4423306387421517,0.022127665652243902,-17.498398,-1.355720839342265,-0.37241248750895584,13.576429,-1.1356002337029678,-0.20184698569853615,-13.063211,-0.26845177871599235,-0.348849718154995,-8.513441,-0.00815796503025945,-0.6589622858854297,-17.024195,-0.9017428853092921,-0.4453463576579702,-2.8298683,-0.7709329646422027,0.5513067216183044,-19.007969,-0.8646957072880674,-0.21490009821439254
-311.19785,-0.45900790802057934,-0.656264265755548,119.62413,-1.2924826615588594,0.19230911064068418,28.05277,-1.3240640281168126,-0.2173114236024363,7.7810645,-0.13346954194203509,-0.47566544343839295,-34.53678,-1.462350989577568,-0.1404379082638316,-7.2421656,-0.5313786075584876,0.40030791914019925,-16.748846,-1.3751435584785645,0.34563159852551667,0.77463716,-0.9689799411577167,0.22505578854344013,-20.268105,-0.921177719294501,0.2882373669232634,-4.300243,-0.6186845901905391,-0.3976338027444212,-8.638039,-0.4490590871768565,0.5929460476766867,-15.189243,-1.0374302075044013,0.01945192616104655,-8.700966,-1.218241036774291,0.0690000135816002
-242.8585,0.1357018197093991,0.4720354207938495,109.4753,2.2146730605378604,-1.4187288841518846,5.8504024,-0.20034559030466692,0.1830475651236904,11.65283,1.1804873306078099,-0.16856128273709756,-39.629276,0.036919343931793414,-0.5006983940814747,-14.58631,-0.28961091341209144,0.29671272352618383,-10.931045,-0.11898436370166188,-0.37641402452816247,-0.3329412,-0.8675691262949781,0.0025244132608997893,-15.3537855,-0.13098722781178296,-0.16958808679926074,-8.6412,-0.8318774090333472,-0.4359313453603313,-16.259432,-0.3885777530714365,0.024359492795004364,-2.1863322,2.4136718397522188,1.3140105993247895,-14.118013,1.0346547195923748,-1.3040659158845442
-313.2142,-0.7060935036310472,-0.3632966826305372,98.83337,-0.5163266681418031,0.15291058536765106,32.34493,-0.9188816899622636,0.17412439005359429,24.403624,-1.2683937876737243,-0.26559310557565147,-36.55877,-1.3594592887463024,0.022094919305679448,-2.6284115,-1.2428454013815737,-0.11874343839867366,-20.465075,-1.4637666333085424,0.23697122685435848,-11.6246,-0.23799961307200457,0.6880858221185255,-4.884795,-0.5051892451886415,-0.9489104079065142,-20.699749,0.3575217130938473,0.799228788722826,-16.402742,-1.475626161045139,-0.2869290774463324,-12.718699,0.01929757708643809,-0.12108076466710632,-23.250122,-1.1746916870622452,-0.42447101552537686
-281.10696,-0.8199038915616921,0.14446683167539592,96.54576,-0.2665248768591808,0.12632349307950216,6.9505167,-0.085431815819065,-0.6500955862018614,-7.9347086,-0.010526681450765185,0.7032917531847683,-38.909077,-0.4976769942783932,0.0915971097568734,-1.4915106,-0.7479752629481431,0.30581098842717525,-3.595571,0.18056523558920023,0.1469379564963751,7.7380323,-1.1043211068004082,-0.21841339450510402,-18.423588,-0.7411198043638665,0.07549998844114128,-10.45777,-0.6710920628683263,0.14486738485070852,-13.209106,-0.4051030167047083,-0.1099925421754974,-11.446361,-0.877705800645229,0.4902091485731279,-15.874388,-0.7512031304173297,0.3653994039012272
-295.23276,-0.9949098458069416,0.43461889650454516,103.175285,0.5064642962070374,-1.1263182165801668,-2.9100745,-0.6708394795766166,-0.25747503358296303,8.932199,-1.5012033650821306,0.05387999718125632,-27.06689,-1.2539710597122273,0.5028620352339317,-17.101446,-0.8720840846153464,-0.7742245695929753,3.6834245,-0.5326091513099773,0.2105284609699542,-2.1060262,-1.034097670546889,0.0038633300236495314,-19.682217,-0.760665024104842,0.2039510169142646,-3.260597,1.0328113160841,0.6448737211652839,-15.081616,-0.5042863870078951,0.40285666078534943,-12.023417,0.38299146320936295,-0.8563946267445487,-15.399362,-0.9960432714274279,-0.11565126769975397
-178.11078,-0.13191407876369743,0.6524711936565644,97.442894,-1.043888661528574,0.059802865330344894,5.8417425,-1.3624079279393628,-0.05358750016868798,11.258107,-0.37587265095442746,0.3696457704023894,-62.446213,-0.16223208397113797,-0.4330874695086832,-14.140243,-0.6733314900976612,0.1938170586289533,-12.349389,0.2831482482167642,-0.7582874953958296,-4.57625,-0.3731183959451898,0.23899594325754148,-27.753145,-1.0435925626144797,0.17202681709470985,-1.1402256,-1.2606408031920666,-0.040552836221844454,-16.64231,-0.4598645704770852,0.14028974935684402,-9.147893,0.440331523982858,0.6265106908510891,-10.761258,0.8112413986062568,1.0242592926866918
-144.28062,-1.2312670408413093,-0.16825413155979013,82.44216,-0.40886865820450113,-0.47420398548036913,7.659733,-0.06893102076037128,0.9454684927502691,11.257917,-0.7889597153947498,-0.585737952341378,-22.117216,-1.191544298363763,-0.6414002690556928,-8.560538,-1.3516553233894595,0.030538956831467665,17.541117,-0.9094772572472265,0.40844726809909054,9.795106,-1.6957235966726678,-0.17094840457779986,-1.7071294,-0.0744049494112966,0.8642394826390342,-8.511188,-0.8158588096925374,-0.7128431504515021,-14.1813755,-0.8736215122025746,0.810534509169515,-11.089468,-0.37699614268640724,0.4276887149580135,-27.191612,-0.7230962313702052,-0.5652434803787768
-246.71298,0.5555610673460865,-0.7978695962622016,105.69962,-0.8605149298523984,-0.5456225975494113,38.704292,-1.2298144308923746,0.669024686621709,-15.1844225,-0.4853707770396536,-0.02733029029436025,-73.415085,-1.2314378528434549,-0.007025798305515576,3.5845575,-1.0558487794198004,-0.2514910694688943,-10.886346,-1.2589471667431111,-0.5675011738477814,2.3214092,-1.160053085612869,0.4310132691157801,-23.079866,-0.8441989687396143,-0.13264207636258782,3.0617175,-0.46302762106231965,0.05336679663398488,-25.237532,-1.621947730987921,0.22662556211940257,-18.515795,-0.3742234478913833,-0.2598117390938824,-9.019413,-0.22181451700482535,-0.47404338153033715
-290.1403,1.0745084107379963,-1.3525898142027646,100.28692,-1.2706732783850092,0.10818202356705144,15.551518,-1.375043050906149,-0.5349702148424842,9.92869,-0.04415121834700653,-1.062559466921698,-34.377518,-1.1000139779519993,-0.12456411323639019,1.1899309,-0.602336857568003,-0.5559034505555795,10.194119,-1.150494050984098,-0.08439997105430984,-0.25176296,-1.4671260848516485,0.37065496082777055,-28.029827,-1.4732816406429654,0.28916535969429974,5.8181524,-0.04697469926738895,-0.9751838984987519,-38.60791,-1.5026941601222077,0.03666860855620811,-6.509134,-0.21817942945594693,0.496111421671916,-14.109788,-0.8511045775655219,-0.5894661602780644
-228.472,-0.6613384466527328,0.23186905080734613,91.18519,-1.0552076120651186,-0.05900505869296637,31.051247,0.3743315285141495,-0.2645376509264142,4.8113785,0.5061721268412667,-0.4581723197163928,-51.271294,-0.5232160054293296,0.2576613996383796,0.8476967,-0.8044930980481997,0.2985843418930083,-32.711166,-0.6280640418404486,-0.28997502367952344,-0.053538844,0.23724542997941622,-0.7585544450018847,-14.437923,0.11730557276382347,-0.4633442683681671,-14.937097,0.16393693342068394,0.2475966469807748,-15.060154,-0.7465836642386914,0.2527642152197924,-17.141144,-0.6954699557072734,0.4238800772187379,-19.789583,-0.9787723332514173,0.2400127326130089
-249.24869,0.7011823153641905,-0.605043957209022,109.34133,-0.49791551211246743,-0.36819887722910166,28.735008,-1.1625922489100302,-0.5411364097683038,-0.5219564,-0.03258200325311744,0.9795249667508703,-47.93357,0.6919337614761898,1.2899154858777269,-11.184871,-0.857254519012459,0.44732155162854176,-16.925158,-0.5691036473956452,0.21512448810957085,-6.2971544,-1.1229133750371785,0.17053548369762658,-18.22081,-0.7076612922645307,-0.2221642244471319,-8.054072,0.5143330082347464,0.9987724482255763,-20.296598,-0.4568667096206154,0.4106313029095427,-10.232172,-0.5890668314380187,0.09864218617951231,-25.380932,-0.7882866752660904,0.48338287230810306
-207.04962,0.5742866836236971,-1.0994189261559832,90.882965,-1.541298169862685,-0.029241027545355396,17.437582,-0.5106228016924805,0.18208672920432242,2.6208978,-1.5283964817929276,-0.16616895855713298,-48.35776,0.8628030854474358,1.1332773285964872,-8.705902,-0.5563900635425636,-0.4248739866807325,12.132554,-1.2039985791248895,0.5205279544209593,4.755439,-1.3237000926684563,-0.1860848054035611,-17.641813,0.4046828032963661,-1.0499326455545515,-10.810819,-1.4668785618180207,-0.542660880548095,-20.541517,-0.8739475522256215,-0.5578173732480604,-17.868593,-1.1238131743035809,-0.5721950780976535,-12.620133,-0.3618552827671109,0.6610064448695044
-331.78638,-0.9500505276430156,-0.6030691697665557,127.41935,-0.19938817074897974,-0.7188193701382433,-22.411634,-1.2038477488205201,0.34675468382505154,10.179678,-1.0886486032654679,0.5209348519923255,14.886171,0.3524172806819714,-0.9704452178700673,-15.956349,-0.9879333644457744,0.2682482217306277,-13.434607,-1.4993761434935498,-0.1570547441667762,16.111652,0.03972108901657956,0.7445607718120966,0.22809714,-1.5914457375591093,-0.3893204919896414,-25.727764,-1.3524151892412857,-0.17882762954380552,-19.476213,-0.8197761013423661,0.7933668914716967,1.5519104,-1.1618238116850341,-0.22308470293152505,-26.643433,-0.7580233927627167,0.2977628364578865
-234.2514,-0.9709969697717331,-0.11679809699595468,93.24367,-0.7317725495306768,0.4387640420640446,57.08412,-1.1693277235544355,0.002795457025865231,-15.8414545,-0.5238520422338686,-0.6442589011538334,-52.731796,-1.6658980103243362,0.038655421481361245,-6.9308066,-1.2272761932927714,0.06305304820827264,-42.593655,-1.6967022583999014,-0.1825009401634336,8.265133,-1.4111925181534049,0.21262768668906404,-17.83289,-1.4726661877575526,-0.49308071660846714,-10.500975,0.8905813841868722,1.3628522810113575,-12.693713,0.08869899612924836,1.197270106029125,-3.7998433,-0.43943122457214523,-0.8103000384867761,-23.574934,-1.1607146951096634,0.5525389539651677
